id_cliente,edad,antiguedad_meses,ingreso_mensual,tipo_producto,monto_cuota,tasa_interes_anual,porcentaje_uso_linea,dias_retraso_promedio,frecuencia_retrasos_6m,target_moroso
CUST-00640,31,59,1830.14,Tarjeta de Credito,265.64,40.4,0.48,7,2,0
CUST-00641,32,72,2102.0,Tarjeta de Credito,374.11,21.2,0.27,15,1,0
CUST-00642,30,20,1949.2,Tarjeta de Credito,382.06,43.6,0.58,19,0,0
CUST-00643,52,93,2568.86,Prestamo Personal,327.79,25.3,0.65,17,3,0
CUST-00644,36,63,3011.03,Tarjeta de Credito,349.9,44.6,0.36,11,5,0
CUST-00645,28,54,2793.79,Tarjeta de Credito,742.99,40.2,0.49,15,5,0
CUST-00646,58,117,3770.44,Microcredito,1113.63,39.3,0.34,9,1,0
CUST-00647,32,115,1789.79,Tarjeta de Credito,323.85,24.5,0.41,8,1,0
CUST-00648,44,109,2591.9,Prestamo Personal,304.63,15.3,0.24,11,0,0
CUST-00649,48,110,1473.65,Prestamo Personal,166.76,26.5,0.85,10,5,0
CUST-00650,28,74,1762.5,Microcredito,490.44,24.1,0.11,10,1,0
CUST-00651,48,107,3511.66,Prestamo Personal,676.92,16.1,0.85,11,2,0
CUST-00652,56,98,2129.47,Prestamo Personal,349.24,30.2,0.59,18,1,0
CUST-00653,46,57,1857.31,Microcredito,362.72,27.1,0.38,4,5,0
CUST-00654,28,90,800.0,Tarjeta de Credito,130.93,34.0,0.71,10,4,0
CUST-00655,48,41,1849.32,Microcredito,365.81,33.6,0.53,14,5,0
CUST-00656,48,113,2335.78,Tarjeta de Credito,635.12,18.6,0.52,14,2,0
CUST-00657,57,3,1414.08,Microcredito,308.92,44.3,0.19,14,0,0
CUST-00658,61,6,2289.77,Tarjeta de Credito,547.1,20.6,0.43,11,2,0
CUST-00659,56,5,3516.5,Prestamo Personal,608.12,28.4,0.3,15,4,0
CUST-00660,47,5,1934.16,Tarjeta de Credito,479.09,29.6,0.11,9,4,0
CUST-00661,37,54,1745.29,Prestamo Personal,407.22,39.4,0.41,8,1,0
CUST-00662,29,47,1600.88,Tarjeta de Credito,198.37,18.0,0.18,10,1,0
CUST-00663,53,87,1586.59,Microcredito,340.37,27.9,0.32,12,5,0
CUST-00664,40,49,2928.46,Microcredito,443.22,33.9,0.18,17,3,0
CUST-00665,33,9,2538.93,Tarjeta de Credito,662.2,21.5,0.19,10,2,0
CUST-00666,48,99,3265.49,Microcredito,604.73,33.8,0.27,13,5,0
CUST-00667,49,20,4115.87,Prestamo Personal,1230.39,42.7,0.95,57,5,1
CUST-00668,33,113,1035.69,Prestamo Personal,122.73,44.9,0.1,16,5,0
CUST-00669,55,61,2804.06,Tarjeta de Credito,718.03,16.0,0.64,14,4,0
CUST-00670,26,106,1605.1,Tarjeta de Credito,376.78,22.1,0.22,13,1,0
CUST-00671,38,35,3131.12,Tarjeta de Credito,793.74,24.3,0.88,9,1,0
CUST-00672,25,50,2282.47,Tarjeta de Credito,368.63,27.0,0.18,14,5,0
CUST-00673,45,82,2521.86,Microcredito,500.36,22.3,0.91,74,3,1
CUST-00674,22,62,1473.46,Tarjeta de Credito,382.07,21.1,0.62,17,0,0
CUST-00675,30,17,2158.86,Microcredito,316.29,43.6,0.1,17,5,0
CUST-00676,50,88,2571.73,Tarjeta de Credito,373.43,42.6,0.86,11,4,0
CUST-00677,25,3,3584.86,Prestamo Personal,753.57,16.4,0.54,6,5,0
CUST-00678,53,32,1864.35,Prestamo Personal,381.66,25.2,0.32,20,5,0
CUST-00679,21,99,2059.45,Microcredito,322.21,27.2,0.75,9,1,0
CUST-00680,38,102,3255.43,Tarjeta de Credito,519.62,22.2,0.89,67,6,1
CUST-00681,52,13,1812.53,Tarjeta de Credito,281.97,33.9,0.51,9,5,0
CUST-00682,31,111,3413.91,Tarjeta de Credito,868.17,34.2,0.37,13,1,0
CUST-00683,41,89,2492.73,Tarjeta de Credito,574.28,40.5,0.77,75,4,1
CUST-00684,46,73,2742.5,Tarjeta de Credito,730.83,37.2,0.68,49,6,1
CUST-00685,45,68,2794.02,Tarjeta de Credito,824.5,31.3,0.86,6,3,0
CUST-00686,42,14,2007.02,Tarjeta de Credito,391.03,34.6,0.69,5,0,0
CUST-00687,47,101,2811.91,Prestamo Personal,318.7,23.2,0.31,8,3,0
CUST-00688,33,98,1882.1,Tarjeta de Credito,206.31,32.8,0.89,55,6,1
CUST-00689,53,11,2098.32,Tarjeta de Credito,333.91,29.7,0.19,9,5,0
CUST-00690,54,105,2946.95,Tarjeta de Credito,844.33,19.0,0.33,14,1,0
CUST-00691,61,56,2734.72,Prestamo Personal,559.64,22.3,0.54,17,4,0
CUST-00692,55,67,2440.03,Microcredito,376.64,23.8,0.58,8,0,0
CUST-00693,21,92,1493.01,Prestamo Personal,268.49,42.7,0.11,7,4,0
CUST-00694,41,29,1692.67,Prestamo Personal,371.91,21.9,0.76,11,1,0
CUST-00695,26,9,2721.37,Tarjeta de Credito,627.52,23.7,0.41,8,3,0
CUST-00696,48,67,3085.71,Prestamo Personal,403.56,26.1,0.45,13,2,0
CUST-00697,37,25,1612.28,Tarjeta de Credito,476.28,34.9,0.79,8,3,0
CUST-00698,25,98,1828.14,Tarjeta de Credito,382.0,18.5,0.42,1,1,0
CUST-00699,51,76,2607.35,Prestamo Personal,331.49,43.6,0.14,17,1,0
CUST-00700,25,42,2590.23,Microcredito,721.97,41.0,0.25,7,0,0
CUST-00701,58,9,1200.83,Tarjeta de Credito,138.01,32.3,0.91,71,6,1
CUST-00702,23,79,2629.25,Prestamo Personal,740.26,35.2,0.16,16,4,0
CUST-00703,43,40,2021.31,Prestamo Personal,605.0,15.5,0.4,17,3,0
CUST-00704,57,25,3812.84,Tarjeta de Credito,915.41,25.2,0.53,16,2,0
CUST-00705,57,5,2699.36,Tarjeta de Credito,685.88,38.9,0.52,14,2,0
CUST-00706,30,11,2837.18,Tarjeta de Credito,475.12,17.3,0.1,11,0,0
CUST-00707,30,59,2857.89,Tarjeta de Credito,823.97,23.5,0.53,12,1,0
CUST-00708,39,98,1528.86,Tarjeta de Credito,314.86,32.6,0.43,13,0,0
CUST-00709,37,88,4055.1,Tarjeta de Credito,999.49,22.7,0.93,55,6,1
CUST-00710,41,79,1201.67,Tarjeta de Credito,342.26,43.0,0.24,9,5,0
CUST-00711,34,38,3136.56,Prestamo Personal,925.4,18.9,0.4,8,5,0
CUST-00712,29,72,2994.93,Prestamo Personal,798.57,38.9,0.46,10,5,0
CUST-00713,21,5,2118.4,Microcredito,340.22,30.2,0.43,13,1,0
CUST-00714,33,48,3033.16,Tarjeta de Credito,889.65,37.5,0.67,14,0,0
CUST-00715,24,90,2245.94,Prestamo Personal,506.74,24.3,0.28,15,3,0
CUST-00716,21,18,1959.63,Microcredito,560.71,30.4,0.29,10,4,0
CUST-00717,60,70,2875.65,Prestamo Personal,676.41,40.7,0.72,65,6,1
CUST-00718,52,37,1694.75,Tarjeta de Credito,273.61,29.0,0.53,10,2,0
CUST-00719,54,60,2320.6,Prestamo Personal,403.8,25.8,0.45,16,0,0
CUST-00720,48,48,2024.66,Tarjeta de Credito,425.37,31.1,0.24,11,4,0
CUST-00721,51,77,2231.22,Tarjeta de Credito,575.66,36.5,0.26,10,4,0
CUST-00722,28,28,2846.18,Prestamo Personal,465.63,28.3,0.11,15,2,0
CUST-00723,59,69,2024.51,Prestamo Personal,437.19,43.2,0.18,12,2,0
CUST-00724,46,77,2346.14,Tarjeta de Credito,396.79,23.8,0.57,17,2,0
CUST-00725,54,81,2097.48,Microcredito,551.96,29.3,0.86,46,6,1
CUST-00726,23,114,3655.2,Prestamo Personal,706.72,37.7,0.34,14,5,0
CUST-00727,32,40,2774.09,Tarjeta de Credito,319.98,35.7,0.38,17,0,0
CUST-00728,21,45,2676.06,Microcredito,356.48,40.9,0.2,14,2,0
CUST-00729,64,96,3046.73,Tarjeta de Credito,341.91,44.9,0.43,9,3,0
CUST-00730,25,62,2024.69,Microcredito,404.66,27.8,0.13,11,4,0
CUST-00731,50,93,3187.41,Prestamo Personal,386.53,18.3,0.88,10,2,0
CUST-00732,50,115,2776.94,Tarjeta de Credito,341.09,15.9,0.67,14,4,0
CUST-00733,37,58,1251.29,Prestamo Personal,360.63,36.8,0.94,54,3,1
CUST-00734,43,67,1357.58,Prestamo Personal,372.7,41.2,0.85,63,3,1
CUST-00735,35,56,2042.16,Prestamo Personal,388.86,21.6,0.5,13,2,0
CUST-00736,57,40,1443.19,Microcredito,428.86,19.8,0.54,9,4,0
CUST-00737,41,98,2309.38,Prestamo Personal,231.02,16.9,0.26,17,1,0
CUST-00738,34,40,1689.01,Prestamo Personal,376.3,39.7,0.49,9,2,0
CUST-00739,22,91,2421.82,Microcredito,540.76,24.3,0.87,64,6,1
CUST-00740,31,77,3629.37,Prestamo Personal,694.98,27.1,0.14,12,2,0
CUST-00741,59,109,2460.5,Tarjeta de Credito,441.39,30.1,0.83,81,6,1
CUST-00742,58,33,2257.63,Microcredito,431.38,40.2,0.39,10,4,0
CUST-00743,54,6,2810.59,Tarjeta de Credito,514.32,34.5,0.86,89,3,1
CUST-00744,58,88,1942.86,Prestamo Personal,478.13,33.5,0.9,52,4,1
CUST-00745,54,19,3174.73,Microcredito,403.42,20.3,0.67,12,1,0
CUST-00746,38,80,2896.17,Prestamo Personal,404.1,30.4,0.66,8,2,0
CUST-00747,50,40,2531.09,Prestamo Personal,344.49,36.5,0.48,12,0,0
CUST-00748,35,92,2623.45,Prestamo Personal,400.06,44.2,0.81,11,1,0
CUST-00749,47,97,4133.4,Tarjeta de Credito,847.56,21.0,0.92,3,1,0
CUST-00750,54,59,3253.85,Microcredito,397.76,15.3,0.76,15,3,0
CUST-00751,58,59,4259.62,Tarjeta de Credito,1165.58,17.3,0.63,88,6,1
CUST-00752,53,48,2925.62,Tarjeta de Credito,466.56,26.3,0.62,10,1,0
CUST-00753,44,41,1322.65,Tarjeta de Credito,175.26,39.6,0.82,11,4,0
CUST-00754,35,13,2290.26,Prestamo Personal,538.5,15.2,0.56,12,2,0
CUST-00755,50,107,1139.84,Prestamo Personal,122.67,28.7,0.78,85,2,1
CUST-00756,62,45,2922.64,Microcredito,654.65,24.9,0.53,14,4,0
CUST-00757,37,89,3096.32,Tarjeta de Credito,742.0,16.6,0.15,7,4,0
CUST-00758,25,53,1791.27,Tarjeta de Credito,256.12,28.5,0.43,17,4,0
CUST-00759,49,42,1975.49,Tarjeta de Credito,214.13,22.6,0.48,16,4,0
CUST-00760,24,100,2619.0,Tarjeta de Credito,452.38,25.6,0.22,8,0,0
CUST-00761,30,63,1541.52,Prestamo Personal,184.55,36.2,0.19,12,3,0
CUST-00762,37,27,1481.47,Tarjeta de Credito,182.66,30.6,0.56,10,5,0
CUST-00763,30,38,3490.91,Tarjeta de Credito,526.61,18.7,0.17,12,1,0
CUST-00764,37,60,2591.77,Tarjeta de Credito,412.33,43.8,0.36,14,4,0
CUST-00765,40,7,2053.51,Tarjeta de Credito,423.01,34.1,0.73,12,1,0
CUST-00766,44,5,1146.3,Tarjeta de Credito,270.16,38.0,0.92,54,3,1
CUST-00767,25,107,3181.88,Tarjeta de Credito,695.41,17.4,0.71,6,4,0
CUST-00768,54,45,1952.39,Prestamo Personal,253.17,16.4,0.94,44,5,1
CUST-00769,26,58,3988.55,Microcredito,536.13,15.6,0.69,8,1,0
CUST-00770,22,115,3187.45,Prestamo Personal,878.95,20.7,0.35,10,2,0
CUST-00771,33,31,1853.49,Microcredito,392.33,27.4,0.67,15,1,0
CUST-00772,63,23,1927.62,Tarjeta de Credito,528.14,43.1,0.7,47,6,1
CUST-00773,63,42,3877.48,Prestamo Personal,675.88,28.7,0.42,16,4,0
CUST-00774,31,10,2432.59,Microcredito,542.18,23.7,0.12,10,0,0
CUST-00775,43,32,2089.35,Tarjeta de Credito,427.76,31.9,0.7,73,3,1
CUST-00776,36,107,2522.18,Microcredito,413.2,18.4,0.12,5,3,0
CUST-00777,51,53,2085.67,Tarjeta de Credito,404.58,33.3,0.64,10,2,0
CUST-00778,31,30,2692.84,Tarjeta de Credito,539.91,32.1,0.24,9,2,0
CUST-00779,36,39,2439.34,Tarjeta de Credito,341.88,38.8,0.58,14,0,0
CUST-00780,28,31,3200.41,Prestamo Personal,521.67,44.6,0.53,10,5,0
CUST-00781,24,82,2189.14,Prestamo Personal,565.42,22.5,0.11,12,0,0
CUST-00782,60,100,1792.15,Prestamo Personal,507.46,30.3,0.41,11,5,0
CUST-00783,24,2,2220.81,Tarjeta de Credito,381.89,42.3,0.61,8,1,0
CUST-00784,45,78,2215.93,Tarjeta de Credito,357.64,38.6,0.82,10,4,0
CUST-00785,23,77,2437.97,Tarjeta de Credito,338.97,29.6,0.86,10,3,0
CUST-00786,52,93,3007.63,Tarjeta de Credito,708.89,43.4,0.51,8,2,0
CUST-00787,23,12,2963.93,Microcredito,487.92,16.7,0.72,7,0,0
CUST-00788,47,39,3459.73,Tarjeta de Credito,1029.44,42.9,0.37,15,3,0
CUST-00789,49,66,1850.81,Microcredito,305.64,16.5,0.39,12,5,0
CUST-00790,52,96,2810.98,Microcredito,502.68,31.4,0.27,8,4,0
CUST-00791,39,13,3081.86,Tarjeta de Credito,680.06,41.7,0.58,13,2,0
CUST-00792,41,46,1960.62,Prestamo Personal,510.42,22.9,0.37,5,2,0
CUST-00793,25,27,2333.9,Tarjeta de Credito,452.55,29.2,0.17,11,5,0
CUST-00794,38,113,1100.02,Tarjeta de Credito,202.99,24.7,0.68,12,4,0
CUST-00795,48,105,3225.49,Tarjeta de Credito,964.83,43.6,0.7,12,2,0
CUST-00796,62,17,2327.6,Prestamo Personal,237.64,39.7,0.41,6,4,0
CUST-00797,42,104,3145.25,Tarjeta de Credito,877.57,36.3,0.17,8,2,0
CUST-00798,41,95,2664.84,Prestamo Personal,345.97,32.6,0.46,10,1,0
CUST-00799,26,98,2351.87,Prestamo Personal,604.87,39.6,0.48,15,5,0
CUST-00800,21,60,1225.76,Tarjeta de Credito,274.06,26.8,0.67,13,4,0
CUST-00801,25,64,1368.04,Prestamo Personal,230.34,28.4,0.37,16,3,0
CUST-00802,61,88,800.0,Prestamo Personal,219.82,36.9,0.68,10,1,0
CUST-00803,32,109,2049.91,Tarjeta de Credito,210.28,25.7,0.84,11,3,0
CUST-00804,46,35,4322.6,Tarjeta de Credito,628.24,16.9,0.3,16,5,0
CUST-00805,54,112,1469.64,Prestamo Personal,313.59,17.2,0.93,84,4,1
CUST-00806,34,70,800.0,Tarjeta de Credito,136.25,18.5,0.43,17,3,0
CUST-00807,46,83,3270.14,Prestamo Personal,726.22,41.1,0.33,11,1,0
CUST-00808,47,30,4390.97,Tarjeta de Credito,460.27,29.2,0.46,12,4,0
CUST-00809,29,71,2738.34,Tarjeta de Credito,337.61,36.4,0.18,12,0,0
CUST-00810,46,74,2730.99,Tarjeta de Credito,342.52,26.8,0.21,18,3,0
CUST-00811,42,105,2252.09,Tarjeta de Credito,310.47,22.8,0.45,11,0,0
CUST-00812,50,96,1064.59,Prestamo Personal,204.26,25.4,0.75,12,5,0
CUST-00813,63,98,1339.43,Tarjeta de Credito,335.43,38.8,0.87,70,5,1
CUST-00814,37,63,2246.6,Prestamo Personal,631.54,33.8,0.67,73,5,1
CUST-00815,46,28,2093.24,Microcredito,559.05,43.1,0.19,20,4,0
CUST-00816,56,60,2407.86,Prestamo Personal,335.6,35.4,0.67,79,4,1
CUST-00817,21,79,3163.46,Prestamo Personal,595.46,32.1,0.64,75,3,1
CUST-00818,28,94,2034.53,Tarjeta de Credito,284.59,33.3,0.78,8,1,0
CUST-00819,55,37,3179.77,Tarjeta de Credito,486.17,43.3,0.8,9,1,0
CUST-00820,35,93,2039.77,Prestamo Personal,409.4,38.6,0.84,63,6,1
CUST-00821,42,22,3330.59,Tarjeta de Credito,378.43,15.7,0.45,8,2,0
CUST-00822,34,68,2569.09,Prestamo Personal,369.01,31.0,0.69,13,0,0
CUST-00823,46,20,2151.34,Tarjeta de Credito,617.6,35.7,0.33,11,1,0
CUST-00824,48,96,2555.44,Prestamo Personal,493.77,37.5,0.95,85,2,1
CUST-00825,43,100,2265.17,Microcredito,428.29,21.4,0.25,14,2,0
CUST-00826,34,114,2590.51,Microcredito,266.6,41.0,0.11,14,5,0
CUST-00827,44,68,3106.48,Prestamo Personal,464.36,43.7,0.23,13,2,0
CUST-00828,22,91,2430.23,Prestamo Personal,664.08,22.1,0.76,11,4,0
CUST-00829,46,64,2204.34,Prestamo Personal,293.01,41.5,0.48,10,1,0
CUST-00830,34,17,1601.19,Prestamo Personal,293.06,17.9,0.48,15,5,0
CUST-00831,27,12,2963.34,Tarjeta de Credito,304.83,16.7,0.91,74,6,1
CUST-00832,23,22,2778.62,Tarjeta de Credito,543.68,18.9,0.88,9,1,0
CUST-00833,43,17,1554.45,Tarjeta de Credito,161.98,16.7,0.36,12,2,0
CUST-00834,63,10,3168.4,Microcredito,836.21,40.4,0.28,16,2,0
CUST-00835,38,118,1541.45,Tarjeta de Credito,408.44,16.8,0.82,83,5,1
CUST-00836,58,65,3323.38,Prestamo Personal,855.93,23.1,0.87,57,5,1
CUST-00837,55,22,3050.29,Prestamo Personal,477.9,18.1,0.56,16,2,0
CUST-00838,35,90,2835.73,Prestamo Personal,758.41,23.9,0.64,14,2,0
CUST-00839,45,82,2198.4,Prestamo Personal,458.59,17.7,0.32,14,0,0
CUST-00840,57,50,2960.62,Tarjeta de Credito,517.4,35.0,0.78,8,0,0
CUST-00841,48,14,3361.1,Prestamo Personal,756.47,19.0,0.64,10,4,0
CUST-00842,30,64,2973.88,Microcredito,304.73,40.6,0.53,11,3,0
CUST-00843,59,47,1963.8,Tarjeta de Credito,252.53,39.5,0.15,11,3,0
CUST-00844,37,29,2713.93,Tarjeta de Credito,674.3,15.4,0.88,8,2,0
CUST-00845,59,76,3405.63,Prestamo Personal,506.87,41.9,0.62,9,2,0
CUST-00846,42,36,4259.28,Microcredito,935.35,15.9,0.26,15,4,0
CUST-00847,46,99,2335.83,Tarjeta de Credito,413.49,22.2,0.62,18,5,0
CUST-00848,64,52,3186.31,Prestamo Personal,863.37,16.0,0.68,15,5,0
CUST-00849,45,76,3407.58,Microcredito,989.84,25.1,0.55,10,5,0
CUST-00850,37,7,1850.08,Tarjeta de Credito,511.94,30.4,0.71,11,3,0
CUST-00851,33,29,3925.66,Microcredito,605.04,38.9,0.59,11,0,0
CUST-00852,40,11,1647.85,Prestamo Personal,228.78,25.1,0.91,9,5,0
CUST-00853,45,33,3147.19,Prestamo Personal,613.35,36.2,0.15,13,1,0
CUST-00854,24,6,2744.26,Prestamo Personal,278.45,20.6,0.19,12,4,0
CUST-00855,30,111,2544.46,Tarjeta de Credito,267.58,37.5,0.25,16,5,0
CUST-00856,23,79,4537.47,Tarjeta de Credito,955.85,22.1,0.69,14,1,0
CUST-00857,61,32,2259.0,Tarjeta de Credito,461.04,19.3,0.65,7,5,0
CUST-00858,38,51,2246.12,Tarjeta de Credito,671.4,20.6,0.86,51,2,1
CUST-00859,56,75,3565.18,Tarjeta de Credito,500.44,20.5,0.72,16,0,0
CUST-00860,42,58,3109.44,Microcredito,471.46,30.4,0.53,8,5,0
CUST-00861,54,87,3525.68,Microcredito,432.63,40.3,0.94,70,3,1
CUST-00862,28,26,2593.5,Prestamo Personal,735.28,17.4,0.33,7,4,0
CUST-00863,60,98,2753.55,Microcredito,703.7,36.2,0.81,7,1,0
CUST-00864,64,46,4020.75,Prestamo Personal,1063.36,34.6,0.46,21,4,0
CUST-00865,39,98,1831.24,Tarjeta de Credito,513.76,41.2,0.65,13,5,0
CUST-00866,62,29,2417.7,Tarjeta de Credito,495.58,22.3,0.72,10,4,0
CUST-00867,61,4,3138.6,Prestamo Personal,597.08,28.5,0.64,12,2,0
CUST-00868,57,81,2343.31,Prestamo Personal,389.17,42.8,0.22,8,3,0
CUST-00869,26,99,2043.88,Tarjeta de Credito,445.24,34.8,0.48,12,3,0
CUST-00870,46,13,2994.79,Prestamo Personal,571.57,26.7,0.58,8,0,0
CUST-00871,54,105,3568.64,Tarjeta de Credito,679.16,18.9,0.82,71,4,1
CUST-00872,26,39,2387.33,Prestamo Personal,686.08,22.9,0.48,9,3,0
CUST-00873,57,15,2365.13,Microcredito,701.99,32.4,0.88,8,5,0
CUST-00874,53,119,1981.85,Prestamo Personal,513.89,36.5,0.47,13,4,0
CUST-00875,42,29,2263.22,Microcredito,568.86,18.7,0.57,10,4,0
CUST-00876,41,29,3366.88,Microcredito,794.96,33.0,0.78,67,3,1
CUST-00877,26,75,2564.85,Microcredito,341.68,31.5,0.6,12,1,0
CUST-00878,26,116,1856.01,Microcredito,207.54,30.4,0.92,65,6,1
CUST-00879,24,32,2709.89,Microcredito,645.35,35.7,0.66,7,5,0
CUST-00880,50,2,3340.96,Prestamo Personal,821.07,40.1,0.54,11,4,0
CUST-00881,31,47,2050.49,Tarjeta de Credito,224.31,24.7,0.12,16,1,0
CUST-00882,50,78,1437.12,Tarjeta de Credito,410.46,41.7,0.45,14,3,0
CUST-00883,51,84,4252.66,Prestamo Personal,502.78,19.8,0.35,10,0,0
CUST-00884,44,22,1397.18,Tarjeta de Credito,219.61,20.2,0.74,15,1,0
CUST-00885,29,75,2212.78,Tarjeta de Credito,518.85,23.0,0.28,10,5,0
CUST-00886,23,27,2685.7,Microcredito,359.82,18.6,0.27,7,3,0
CUST-00887,51,67,2282.06,Microcredito,253.5,21.9,0.26,14,3,0
CUST-00888,60,81,2440.07,Microcredito,405.61,18.2,0.21,12,3,0
CUST-00889,57,108,2961.47,Tarjeta de Credito,749.83,39.7,0.36,8,2,0
CUST-00890,56,56,800.0,Tarjeta de Credito,146.19,19.2,0.85,11,2,0
CUST-00891,44,92,1486.48,Tarjeta de Credito,342.77,37.4,0.76,7,3,0
CUST-00892,51,93,2535.41,Tarjeta de Credito,547.46,16.4,0.72,9,5,0
CUST-00893,26,21,2176.63,Tarjeta de Credito,227.34,43.5,0.78,14,4,0
CUST-00894,22,47,2603.53,Tarjeta de Credito,775.09,36.3,0.33,8,5,0
CUST-00895,40,80,2682.12,Microcredito,290.44,15.2,0.85,71,4,1
CUST-00896,48,101,807.26,Prestamo Personal,236.98,37.9,0.22,14,1,0
CUST-00897,31,59,3518.91,Tarjeta de Credito,738.88,30.4,0.39,7,2,0
CUST-00898,24,84,2101.39,Tarjeta de Credito,614.93,38.4,0.6,13,4,0
CUST-00899,35,6,1807.59,Prestamo Personal,222.24,30.7,0.19,18,0,0
CUST-00900,26,19,2666.68,Tarjeta de Credito,528.22,34.2,0.72,85,4,1
CUST-00901,50,57,2585.73,Microcredito,346.23,38.6,0.43,10,5,0
CUST-00902,58,69,3457.35,Tarjeta de Credito,380.98,27.2,0.77,5,5,0
CUST-00903,22,3,2717.5,Tarjeta de Credito,607.38,15.1,0.52,11,3,0
CUST-00904,35,1,3426.49,Tarjeta de Credito,485.04,40.5,0.25,11,3,0
CUST-00905,31,58,1749.46,Tarjeta de Credito,380.58,26.4,0.72,63,5,1
CUST-00906,28,38,2613.49,Prestamo Personal,320.08,29.9,0.31,13,0,0
CUST-00907,46,15,1608.2,Prestamo Personal,267.6,15.2,0.52,12,4,0
CUST-00908,64,34,2578.14,Prestamo Personal,660.85,29.8,0.16,8,1,0
CUST-00909,25,61,2408.57,Tarjeta de Credito,451.39,44.6,0.63,12,5,0
CUST-00910,26,35,2374.16,Prestamo Personal,535.49,23.3,0.67,14,5,0
CUST-00911,46,64,2381.18,Prestamo Personal,546.46,26.9,0.42,8,4,0
CUST-00912,24,113,3089.11,Microcredito,830.2,35.6,0.91,8,0,0
CUST-00913,39,25,1214.11,Tarjeta de Credito,200.31,39.4,0.84,65,5,1
CUST-00914,40,24,1780.17,Tarjeta de Credito,422.72,27.5,0.7,83,6,1
CUST-00915,53,12,2467.54,Prestamo Personal,721.32,24.3,0.71,84,3,1
CUST-00916,40,18,1557.07,Prestamo Personal,383.11,43.1,0.31,14,3,0
CUST-00917,32,15,2536.89,Tarjeta de Credito,502.24,35.3,0.66,14,1,0
CUST-00918,21,108,2459.32,Tarjeta de Credito,556.16,18.6,0.27,13,2,0
CUST-00919,46,80,1376.99,Tarjeta de Credito,341.41,17.1,0.22,10,1,0
CUST-00920,34,27,1337.47,Microcredito,297.53,29.5,0.95,61,5,1
CUST-00921,58,72,800.0,Tarjeta de Credito,82.67,21.6,0.63,7,2,0
CUST-00922,57,60,1523.46,Microcredito,211.69,22.6,0.47,8,3,0
CUST-00923,31,46,2511.46,Prestamo Personal,658.24,41.3,0.34,11,5,0
CUST-00924,56,89,2624.95,Microcredito,405.63,17.7,0.61,88,5,1
CUST-00925,33,17,2661.52,Microcredito,655.57,36.5,0.14,10,2,0
CUST-00926,63,93,1877.66,Tarjeta de Credito,327.51,23.1,0.18,9,1,0
CUST-00927,23,53,2485.36,Microcredito,507.95,37.8,0.13,13,5,0
CUST-00928,53,8,2817.8,Tarjeta de Credito,320.09,36.7,0.52,11,0,0
CUST-00929,26,79,1485.57,Microcredito,202.4,15.2,0.61,17,0,0
CUST-00930,30,27,2598.66,Prestamo Personal,757.35,30.3,0.15,13,0,0
CUST-00931,25,46,3025.18,Tarjeta de Credito,841.08,19.2,0.71,10,0,0
CUST-00932,43,50,2107.38,Prestamo Personal,485.66,41.0,0.3,8,4,0
CUST-00933,30,116,3349.79,Microcredito,642.92,41.1,0.68,12,0,0
CUST-00934,64,71,2126.05,Tarjeta de Credito,499.95,27.6,0.93,59,4,1
CUST-00935,22,3,1811.95,Prestamo Personal,405.37,28.3,0.69,14,0,0
CUST-00936,33,93,2945.47,Prestamo Personal,629.48,24.1,0.85,11,3,0
CUST-00937,60,64,4126.64,Microcredito,461.5,36.5,0.91,8,0,0
CUST-00938,22,44,2568.28,Tarjeta de Credito,581.87,25.8,0.51,13,1,0
CUST-00939,40,53,3007.93,Tarjeta de Credito,763.36,23.0,0.7,11,2,0
CUST-00940,21,24,2093.03,Tarjeta de Credito,625.43,28.0,0.82,76,4,1
CUST-00941,57,60,1506.71,Prestamo Personal,154.01,17.7,0.4,11,5,0
CUST-00942,29,3,2633.01,Tarjeta de Credito,647.81,37.4,0.32,12,4,0
CUST-00943,37,20,2759.52,Microcredito,591.52,15.4,0.9,76,5,1
CUST-00944,29,46,2213.67,Tarjeta de Credito,413.54,34.3,0.72,13,2,0
CUST-00945,31,15,3004.85,Prestamo Personal,377.15,20.5,0.29,7,1,0
CUST-00946,35,25,1976.74,Tarjeta de Credito,359.4,22.0,0.48,15,0,0
CUST-00947,44,94,1778.33,Tarjeta de Credito,303.87,34.1,0.78,13,2,0
CUST-00948,58,78,3348.51,Tarjeta de Credito,537.66,44.8,0.57,13,1,0
CUST-00949,55,71,3352.28,Tarjeta de Credito,825.25,38.3,0.65,11,0,0
CUST-00950,50,17,1992.53,Prestamo Personal,478.5,21.8,0.74,82,6,1
CUST-00951,51,108,3875.08,Microcredito,844.01,20.3,0.63,13,2,0
CUST-00952,25,84,2270.31,Prestamo Personal,653.24,41.0,0.56,10,2,0
CUST-00953,64,100,2567.83,Microcredito,436.46,28.3,0.74,15,1,0
CUST-00954,34,9,2432.28,Microcredito,361.83,19.1,0.72,12,5,0
CUST-00955,31,38,2919.01,Prestamo Personal,674.82,40.9,0.64,17,3,0
CUST-00956,29,48,2717.14,Microcredito,379.76,39.5,0.41,15,4,0
CUST-00957,54,60,2706.37,Prestamo Personal,441.14,44.5,0.44,7,3,0
CUST-00958,32,63,1684.35,Tarjeta de Credito,244.1,42.3,0.92,10,2,0
CUST-00959,55,86,1149.15,Prestamo Personal,130.81,40.6,0.2,13,3,0
CUST-00960,55,118,3413.73,Tarjeta de Credito,906.34,16.6,0.33,12,0,0
